exmaID,questionID,question,response,tsStamp,pulse,skin_conductivity,respiration_belt,blood_pressure,ML_Prediction,ML_Accuracy,actual_ans,i
7,5,"is the number 2?",,253.983937,,0,9.293815612792969,,null,null,false,731
7,5,"is the number 2?",,254.974899,,0,21.923179626464844,,null,null,false,732
7,5,"is the number 2?",,255.972504,,0,21.895076751708984,,null,null,false,733
7,5,"is the number 2?",,256.993848,,0,10.906021118164062,,null,null,false,734
7,5,"is the number 2?",,257.991535,,0,17.37017059326172,,null,null,false,735
7,5,"is the number 2?",,259.009731,,0,16.021129608154297,,null,null,false,736
7,5,"is the number 2?",,259.989066,,0,16.856616973876953,,null,null,false,737
7,5,"is the number 2?",,260.986202,,0,15.185646057128906,,null,null,false,738
7,5,"is the number 2?",,261.987778,,0,11.838592529296875,,null,null,false,739
7,5,"is the number 2?",,262.978263,,0,15.911266326904297,,null,null,false,740
7,5,"is the number 2?",,263.976558,,0,15.471805572509766,,null,null,false,741
7,5,"is the number 2?",,264.975671,,0,19.253204345703125,,null,null,false,742
7,5,"is the number 2?",,265.984434,,0,13.736961364746094,,null,null,false,743
7,5,"is the number 2?",,267.001653,,0,20.00693130493164,,null,null,false,744
7,5,"is the number 2?",,267.989303,,0,19.483154296875,,null,null,false,745
7,5,"is the number 2?",,273.34909,,0,17.768749237060547,,null,null,false,746
7,5,"is the number 2?",,273.349168,,0,14.840721130371094,,null,null,false,747
7,5,"is the number 2?",,273.349238,,0,14.408924102783203,,null,null,false,748
7,5,"is the number 2?",,273.349304,,0,17.57201385498047,,null,null,false,749
7,5,"is the number 2?",,273.349369,,0,13.32049560546875,,null,null,false,750
7,5,"is the number 2?",,273.980016,,0,17.842845916748047,,null,null,false,751
7,6,"is the number 3?",,274.986987,,0,14.350162506103516,,null,null,false,752
7,6,"is the number 3?",,275.994068,,0,17.901611328125,,null,null,false,753
7,6,"is the number 3?",,276.990397,,0,12.77627944946289,,null,null,false,754
7,6,"is the number 3?",,277.989335,,0,14.337387084960938,,null,null,false,755
7,6,"is the number 3?",,278.97814,,0,16.34050750732422,,null,null,false,756
7,6,"is the number 3?",,279.980068,,0,14.981246948242188,,null,null,false,757
7,6,"is the number 3?",,280.975526,,0,12.569328308105469,,null,null,false,758
7,6,"is the number 3?",,281.968573,,0,16.751861572265625,,null,null,false,759
7,6,"is the number 3?",,282.989158,,0,18.772865295410156,,null,null,false,760
7,6,"is the number 3?",,283.987267,,0,15.791179656982422,,null,null,false,761
7,6,"is the number 3?",,284.985557,,0,15.318504333496094,,null,null,false,762
7,6,"is the number 3?",,285.984859,,0,17.692100524902344,,null,null,false,763
7,6,"is the number 3?",,286.980876,,0,19.00281524658203,,null,null,false,764
7,6,"is the number 3?",,287.977711,,0,15.90359878540039,,null,null,false,765
7,6,"is the number 3?",,288.97678,,0,9.789482116699219,,null,null,false,766
7,6,"is the number 3?",,289.970763,,0,16.63177490234375,,null,null,false,767
7,6,"is the number 3?",,290.969387,,0,13.190189361572266,,null,null,false,768
7,6,"is the number 3?",,291.99916,,0,12.301048278808594,,null,null,false,769
7,6,"is the number 3?",,292.991706,,0,16.657325744628906,,null,null,false,770
7,6,"is the number 3?",,293.989455,,0,19.171443939208984,,null,null,false,771
7,6,"is the number 3?",,294.999966,,0,9.756271362304688,,null,null,false,772
7,6,"is the number 3?",,295.986138,,0,12.262725830078125,,null,null,false,773
7,6,"is the number 3?",,296.982416,,0,18.91083526611328,,null,null,false,774
7,6,"is the number 3?",,297.995146,,0,17.490257263183594,,null,null,false,775
7,6,"is the number 3?",,298.975096,,0,15.017017364501953,,null,null,false,776
7,6,"is the number 3?",,299.972729,,0,15.798847198486328,,null,null,false,777
7,6,"is the number 3?",,300.98891,,0,17.132556915283203,,null,null,false,778
7,6,"is the number 3?",,301.988199,,0,15.448810577392578,,null,null,false,779
7,6,"is the number 3?",,302.992376,,0,15.752857208251953,,null,null,false,780
7,6,"is the number 3?",,303.988018,,0,11.26116943359375,,null,null,false,781
7,6,"is the number 3?",,304.977361,,0,18.27208709716797,,null,null,false,782
7,6,"is the number 3?",,305.986174,,0,12.324043273925781,,null,null,false,783
7,6,"is the number 3?",,306.994615,,0,18.18777084350586,,null,null,false,784
7,6,"is the number 3?",,307.972115,,0,13.844268798828125,,null,null,false,785
7,6,"is the number 3?",,308.990914,,0,17.066123962402344,,null,null,false,786
7,6,"is the number 3?",,309.996331,,0,14.334831237792969,,null,null,false,787
7,6,"is the number 3?",,310.989182,,0,14.483020782470703,,null,null,false,788
7,6,"is the number 3?",,311.983186,,0,28.711814880371094,,null,null,false,789
7,6,"is the number 3?",,312.98065,,0,20.178115844726562,,null,null,false,790
7,6,"is the number 3?",,313.978082,,0,14.081886291503906,,null,null,false,791
7,6,"is the number 3?",,314.980654,,0,17.679325103759766,,null,null,false,792
7,6,"is the number 3?",,315.973754,,0,14.260734558105469,,null,null,false,793
7,6,"is the number 3?",,316.97847,,0,17.26030731201172,,null,null,false,794
7,6,"is the number 3?",,317.99017,,0,14.15597915649414,,null,null,false,795
7,6,"is the number 3?",,318.979689,,0,26.667816162109375,,null,null,false,796
7,6,"is the number 3?",,319.983445,,0,26.149150848388672,,null,null,false,797
7,6,"is the number 3?",,320.984517,,0,14.23007583618164,,null,null,false,798
7,6,"is the number 3?",,321.979835,,0,12.722625732421875,,null,null,false,799
7,6,"is the number 3?",,322.973021,,0,16.228084564208984,,null,null,false,800
7,6,"is the number 3?",,323.974045,,0,11.685295104980469,,null,null,false,801
7,6,"is the number 3?",,324.97394,,0,17.487701416015625,,null,null,false,802
7,6,"is the number 3?",,325.987111,,0,23.560935974121094,,null,null,false,803
7,6,"is the number 3?",,327.026337,,0,35.73040008544922,,null,null,false,804
7,6,"is the number 3?",,328.013752,,0,32.0665283203125,,null,null,false,805
7,6,"is the number 3?",,328.977721,,0,18.060020446777344,,null,null,false,806
7,6,"is the number 3?",,329.983198,,0,13.386924743652344,,null,null,false,807
7,6,"is the number 3?",,333.817481,,0,18.01403045654297,,null,null,false,808
7,6,"is the number 3?",,333.817589,,0,13.443134307861328,,null,null,false,809
7,6,"is the number 3?",,333.817669,,0,17.778968811035156,,null,null,false,810
7,6,"is the number 3?",,333.995403,,0,15.05789566040039,,null,null,false,811
7,7,"is your number 4?",,334.993432,,0,17.850509643554688,,null,null,false,812
7,7,"is your number 4?",,335.990502,,0,16.248523712158203,,null,null,false,813
7,7,"is your number 4?",,336.988129,,0,18.062576293945312,,null,null,false,814
7,7,"is your number 4?",,337.980165,,0,15.540790557861328,,null,null,false,815
7,7,"is your number 4?",,338.978354,,0,16.583229064941406,,null,null,false,816
7,7,"is your number 4?",,339.97454,,0,18.034469604492188,,null,null,false,817
7,7,"is your number 4?",,340.979917,,0,16.021129608154297,,null,null,false,818
7,7,"is your number 4?",,341.967098,,0,17.794300079345703,,null,null,false,819
7,7,"is your number 4?",,342.981378,,0,14.094661712646484,,null,null,false,820
7,7,"is your number 4?",,343.985283,,0,18.83929443359375,,null,null,false,821
7,7,"is your number 4?",,344.975987,,0,15.101329803466797,,null,null,false,822
7,7,"is your number 4?",,345.974145,,0,15.323616027832031,,null,null,false,823
7,7,"is your number 4?",,346.979802,,0,19.75143051147461,,null,null,false,824
7,7,"is your number 4?",,347.966965,,0,14.426811218261719,,null,null,false,825
7,7,"is your number 4?",,348.974265,,0,20.622684478759766,,null,null,false,826
7,7,"is your number 4?",,349.97018,,0,17.032909393310547,,null,null,false,827
7,7,"is your number 4?",,350.984381,,0,19.046249389648438,,null,null,false,828
7,7,"is your number 4?",,351.981007,,0,14.61843490600586,,null,null,false,829
7,7,"is your number 4?",,352.981543,,0,25.768455505371094,,null,null,false,830
7,7,"is your number 4?",,353.975762,,0,25.357101440429688,,null,null,false,831
7,7,"is your number 4?",,354.973586,,0,14.659317016601562,,null,null,false,832
